sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;groundSteering;
1584542901;930748;617;417537;1584542901;930748;-0;
1584542902;31561;617;518457;1584542902;31561;-0;
1584542902;132530;617;619421;1584542902;132530;-0;
1584542902;233145;617;719936;1584542902;233145;-0;
1584542902;333612;617;820406;1584542902;333612;-0;
1584542902;434058;617;920851;1584542902;434058;-0;
1584542902;534504;618;21299;1584542902;534504;-0;
1584542902;635023;618;121823;1584542902;635023;-0;
1584542902;735492;618;222278;1584542902;735492;-0;
1584542902;835938;618;322729;1584542902;835938;-0;
1584542902;936741;618;423681;1584542902;936741;-0;
1584542903;37522;618;524326;1584542903;37522;-0;
1584542903;138032;618;624842;1584542903;138032;-0;
1584542903;238514;618;725333;1584542903;238514;-0;
1584542903;339171;618;825975;1584542903;339171;-0;
1584542903;439722;618;926584;1584542903;439722;-0;
1584542903;540269;619;27067;1584542903;540269;-0;
1584542903;640729;619;127525;1584542903;640729;-0;
1584542903;741731;619;228668;1584542903;741731;-0;
1584542903;842512;619;329318;1584542903;842512;-0;
1584542903;943028;619;429822;1584542903;943028;-0;
1584542904;43522;619;530334;1584542904;43522;-0;
1584542904;144181;619;630997;1584542904;144181;-0;
1584542904;244776;619;731595;1584542904;244776;-0;
1584542904;345355;619;832144;1584542904;345355;-0;
1584542904;445836;619;932628;1584542904;445836;-0;
1584542904;546664;620;33548;1584542904;546664;-0;
1584542904;647398;620;134207;1584542904;647398;0.07197852;
1584542904;747900;620;234689;1584542904;747900;0.07197852;
1584542904;848439;620;335239;1584542904;848439;0.07197852;
1584542904;948974;620;435765;1584542904;948974;0.07197852;
1584542905;49454;620;536245;1584542905;49454;0.07197852;
1584542905;149919;620;636707;1584542905;149919;0.07197852;
1584542905;250531;620;737338;1584542905;250531;0.07197852;
1584542905;351579;620;838657;1584542905;351579;0.0749791;
1584542905;451691;620;938493;1584542905;451691;0.1499493;
1584542905;552254;621;39048;1584542905;552254;0.1499493;
1584542905;652768;621;139557;1584542905;652768;0.1319547;
1584542905;753346;621;240146;1584542905;753346;0.09297372;
1584542905;854016;621;340837;1584542905;854016;0.06597735;
1584542905;954674;621;441479;1584542905;954674;0.05998505;
1584542906;55230;621;542034;1584542906;55230;0.05698447;
1584542906;156138;621;643053;1584542906;156138;0.05698447;
1584542906;256974;621;743835;1584542906;256974;0.0749791;
1584542906;357835;621;844698;1584542906;357835;0.0749791;
1584542906;458417;621;945208;1584542906;458417;0.07797969;
1584542906;558928;622;45725;1584542906;558928;0.07797969;
1584542906;659461;622;146252;1584542906;659461;0.07797969;
1584542906;759984;622;246778;1584542906;759984;0.07797969;
1584542906;860490;622;347279;1584542906;860490;0.1019666;
1584542906;961151;622;447969;1584542906;961151;0.1139601;
1584542907;61717;622;548525;1584542907;61717;0.1109684;
1584542907;162220;622;649046;1584542907;162220;0.1139601;
1584542907;262824;622;749634;1584542907;262824;0.1109684;
1584542907;363331;622;850122;1584542907;363331;0.1109684;
1584542907;463794;622;950581;1584542907;463794;0.1109684;
1584542907;564280;623;51074;1584542907;564280;0.1109684;
1584542907;665043;623;151916;1584542907;665043;0.1109684;
1584542907;765730;623;252542;1584542907;765730;-0;
1584542907;866309;623;353124;1584542907;866309;-0;
1584542907;966912;623;453734;1584542907;966912;-0;
1584542908;67613;623;554447;1584542908;67613;-0;
1584542908;168157;623;654954;1584542908;168157;-0.1139512;
1584542908;268624;623;755419;1584542908;268624;-0;
1584542908;369106;623;855904;1584542908;369106;-0.01798575;
1584542908;469737;623;956544;1584542908;469737;-0.05097442;
1584542908;570222;624;57041;1584542908;570222;-0;
1584542908;670733;624;157536;1584542908;670733;-0;
1584542908;771282;624;258107;1584542908;771282;-0;
1584542908;872016;624;358845;1584542908;872016;-0.08996427;
1584542908;972679;624;459477;1584542908;972679;-0.1439482;
1584542909;73259;624;560057;1584542909;73259;-0.1859297;
1584542909;173836;624;660635;1584542909;173836;-0.1799285;
1584542909;274429;624;761240;1584542909;274429;-0.08996427;
1584542909;375069;624;861877;1584542909;375069;-0;
1584542909;475798;624;962616;1584542909;475798;-0;
1584542909;576376;625;63179;1584542909;576376;-0;
1584542909;677130;625;163927;1584542909;677130;-0;
1584542909;777909;625;264718;1584542909;777909;-0.02398692;
1584542909;878566;625;365361;1584542909;878566;-0.1469399;
1584542909;979336;625;466148;1584542909;979336;-0;
1584542910;80114;625;567037;1584542910;80114;-0;
1584542910;181255;625;668148;1584542910;181255;-0;
1584542910;282098;625;768902;1584542910;282098;-0;
1584542910;382787;625;869581;1584542910;382787;0.1469487;
1584542910;483458;625;970256;1584542910;483458;-0;
1584542910;584001;626;70785;1584542910;584001;-0;
1584542910;684661;626;171457;1584542910;684661;-0;
1584542910;785342;626;272163;1584542910;785342;0.1619428;
1584542910;886288;626;373167;1584542910;886288;0.143957;
1584542910;987147;626;473976;1584542910;987147;0.09297372;
1584542911;87914;626;574742;1584542911;87914;0.05698447;
1584542911;188759;626;675579;1584542911;188759;0.02699638;
1584542911;289808;626;776732;1584542911;289808;0.01799463;
1584542911;389984;626;876799;1584542911;389984;0.01200234;
1584542911;490631;626;977463;1584542911;490631;0.05998505;
1584542911;591413;627;78239;1584542911;591413;0.08097139;
1584542911;692084;627;178901;1584542911;692084;0.08997314;
1584542911;792815;627;279637;1584542911;792815;0.2069338;
1584542911;893534;627;380355;1584542911;893534;0.2369219;
1584542911;994249;627;481085;1584542911;994249;0.2429142;
1584542912;95408;627;582331;1584542912;95408;0.09597431;
1584542912;195126;627;681948;1584542912;195126;0.01799463;
1584542912;295770;627;782571;1584542912;295770;-0;
1584542912;396554;627;883360;1584542912;396554;0.01200234;
1584542912;497129;627;983936;1584542912;497129;0.0509833;
1584542912;597871;628;84725;1584542912;597871;0.0509833;
1584542912;698728;628;185542;1584542912;698728;0.003000584;
1584542912;799544;628;286368;1584542912;799544;0.0239958;
1584542912;900400;628;387219;1584542912;900400;0.02999697;
1584542913;1163;628;488020;1584542913;1163;0.01200234;
1584542913;101927;628;588764;1584542913;101927;-0;
1584542913;202753;628;689596;1584542913;202753;-0;
1584542913;303587;628;790422;1584542913;303587;-0;
1584542913;404404;628;891244;1584542913;404404;0.1319547;
1584542913;505194;628;992030;1584542913;505194;0.2519159;
1584542913;606291;629;93219;1584542913;606291;0.290888;
1584542913;706326;629;193165;1584542913;706326;0.290888;
1584542913;807166;629;294010;1584542913;807166;0.1859386;
1584542913;908059;629;394902;1584542913;908059;-0;
1584542914;8938;629;495786;1584542914;8938;-0;
1584542914;109826;629;596670;1584542914;109826;-0;
1584542914;210658;629;697502;1584542914;210658;-0;
1584542914;311751;629;798585;1584542914;311751;-0;
1584542914;412508;629;899330;1584542914;412508;-0;
1584542914;513143;629;999966;1584542914;513143;0.290888;
1584542914;613754;630;100571;1584542914;613754;0.290888;
1584542914;714416;630;201248;1584542914;714416;-0;
1584542914;815201;630;302026;1584542914;815201;-0;
1584542914;915955;630;402781;1584542914;915955;-0.03598038;
1584542915;16750;630;503603;1584542915;16750;-0;
1584542915;118001;630;604961;1584542915;118001;-0;
1584542915;218247;630;705099;1584542915;218247;-0;
1584542915;319040;630;805874;1584542915;319040;-0;
1584542915;419739;630;906536;1584542915;419739;-0;
1584542915;520399;631;7226;1584542915;520399;-0;
1584542915;621163;631;107974;1584542915;621163;-0;
1584542915;721767;631;208584;1584542915;721767;-0;
1584542915;822443;631;309286;1584542915;822443;-0;
1584542915;923449;631;410350;1584542915;923449;-0;
1584542916;24330;631;511146;1584542916;24330;-0;
1584542916;125079;631;611938;1584542916;125079;-0;
1584542916;226388;631;713254;1584542916;226388;-0;
1584542916;327159;631;813989;1584542916;327159;-0;
1584542916;428260;631;915080;1584542916;428260;-0;
1584542916;528984;632;15812;1584542916;528984;0.2069338;
1584542916;629570;632;116361;1584542916;629570;-0;
1584542916;730440;632;217335;1584542916;730440;-0;
1584542916;830275;632;317084;1584542916;830275;0.2609088;
1584542916;931119;632;417954;1584542916;931119;-0.1049583;
1584542917;31874;632;518680;1584542917;31874;-0;
1584542917;132535;632;619348;1584542917;132535;-0;
1584542917;233212;632;720032;1584542917;233212;-0;
1584542917;333870;632;820691;1584542917;333870;-0;
1584542917;434630;632;921454;1584542917;434630;-0;
1584542917;535712;633;22663;1584542917;535712;0.2039332;
1584542917;635642;633;122528;1584542917;635642;0.2009326;
1584542917;736535;633;223713;1584542917;736535;0.1859386;
1584542917;836793;633;323611;1584542917;836793;0.1799374;
1584542917;937473;633;424320;1584542917;937473;0.2219278;
1584542918;38110;633;524954;1584542918;38110;0.128963;
1584542918;138964;633;625814;1584542918;138964;-0;
1584542918;239569;633;726400;1584542918;239569;-0;
1584542918;340194;633;827022;1584542918;340194;-0;
1584542918;441063;633;927890;1584542918;441063;-0;
1584542918;541749;634;28672;1584542918;541749;-0;
1584542918;642388;634;129204;1584542918;642388;0.2039332;
1584542918;742978;634;229784;1584542918;742978;0.09297372;
1584542918;843580;634;330418;1584542918;843580;0.08997314;
1584542918;944206;634;431025;1584542918;944206;0.06897793;
1584542919;45139;634;532068;1584542919;45139;0.0239958;
1584542919;145127;634;631947;1584542919;145127;-0;
1584542919;245881;634;732712;1584542919;245881;-0;
1584542919;346693;634;833525;1584542919;346693;-0;
1584542919;447363;634;934190;1584542919;447363;-0;
1584542919;547967;635;34773;1584542919;547967;-0.04198155;
1584542919;648476;635;135276;1584542919;648476;-0.02398692;
1584542919;749029;635;235857;1584542919;749029;-0;
1584542919;849718;635;336524;1584542919;849718;-0;
1584542919;950257;635;437069;1584542919;950257;-0;
1584542920;50757;635;537555;1584542920;50757;-0;
1584542920;151314;635;638130;1584542920;151314;-0;
1584542920;251925;635;738744;1584542920;251925;-0;
1584542920;352409;635;839236;1584542920;352409;-0;
1584542920;452982;635;939833;1584542920;452982;0.1259624;
1584542920;553686;636;40500;1584542920;553686;-0;
1584542920;654244;636;141064;1584542920;654244;-0;
1584542920;754764;636;241579;1584542920;754764;-0;
1584542920;855594;636;342413;1584542920;855594;-0;
1584542920;956167;636;443042;1584542920;956167;-0;
1584542921;56710;636;543552;1584542921;56710;-0;
1584542921;157300;636;644127;1584542921;157300;-0;
1584542921;257949;636;744744;1584542921;257949;-0.1859297;
1584542921;358408;636;845203;1584542921;358408;-0;
1584542921;458881;636;945691;1584542921;458881;-0;
1584542921;559362;637;46177;1584542921;559362;-0;
1584542921;659920;637;146735;1584542921;659920;-0;
1584542921;760430;637;247243;1584542921;760430;-0;
1584542921;860936;637;347963;1584542921;860936;-0;
1584542921;961680;637;448506;1584542921;961680;-0;
1584542922;62320;637;549121;1584542922;62320;-0;
1584542922;162928;637;649725;1584542922;162928;0.1259624;
1584542922;263441;637;750250;1584542922;263441;0.1229618;
1584542922;364007;637;850810;1584542922;364007;0.0749791;
1584542922;464555;637;951344;1584542922;464555;0.03298867;
1584542922;565064;638;51865;1584542922;565064;0.01200234;
1584542922;665853;638;152747;1584542922;665853;-0;
1584542922;766698;638;253530;1584542922;766698;-0;
1584542922;867333;638;354163;1584542922;867333;-0;
1584542922;967912;638;454731;1584542922;967912;-0;
1584542923;68500;638;555300;1584542923;68500;0.0239958;
1584542923;169047;638;655846;1584542923;169047;0.0239958;
1584542923;269491;638;756277;1584542923;269491;0.0239958;
1584542923;370005;638;856789;1584542923;370005;0.0239958;
1584542923;470704;638;957587;1584542923;470704;0.09297372;
1584542923;571492;639;58293;1584542923;571492;0.08997314;
1584542923;672060;639;158851;1584542923;672060;0.06897793;
1584542923;778670;639;265470;1584542923;778670;0.09896602;
1584542923;879409;639;366244;1584542923;879409;0.09896602;
1584542923;980146;639;466950;1584542923;980146;0.182938;
1584542924;80863;639;567657;1584542924;80863;0.2129261;
1584542924;181862;639;668692;1584542924;181862;0.290888;
1584542924;282554;639;769362;1584542924;282554;0.290888;
1584542924;383302;639;870122;1584542924;383302;0.290888;
1584542924;484000;639;970816;1584542924;484000;0.290888;
1584542924;584754;640;71577;1584542924;584754;0.290888;
1584542924;685380;640;172180;1584542924;685380;0.2429142;
1584542924;785910;640;272717;1584542924;785910;-0;
1584542924;886476;640;373294;1584542924;886476;-0;
1584542924;987114;640;473929;1584542924;987114;-0;
1584542925;87821;640;574650;1584542925;87821;-0;
1584542925;188576;640;675405;1584542925;188576;-0.05397501;
1584542925;289342;640;776146;1584542925;289342;-0;
1584542925;390023;640;876851;1584542925;390023;0.1889392;
1584542925;490709;640;977525;1584542925;490709;-0;
1584542925;591448;641;78236;1584542925;591448;-0;
1584542925;692242;641;179121;1584542925;692242;-0;
1584542925;792937;641;279733;1584542925;792937;0.01200234;
1584542925;893532;641;380353;1584542925;893532;-0;
1584542925;994225;641;481038;1584542925;994225;-0;
1584542926;95005;641;581823;1584542926;95005;-0;
1584542926;195759;641;682562;1584542926;195759;-0;
1584542926;296578;641;783374;1584542926;296578;-0;
1584542926;397316;641;884131;1584542926;397316;-0;
1584542926;498178;641;985084;1584542926;498178;-0;
1584542926;599063;642;85852;1584542926;599063;-0;
1584542926;699590;642;186394;1584542926;699590;0.06298564;
1584542926;800177;642;286987;1584542926;800177;0.290888;
1584542926;900859;642;387768;1584542926;900859;-0;
1584542927;1578;642;488414;1584542927;1578;-0;
1584542927;102289;642;589109;1584542927;102289;-0;
1584542927;202941;642;689749;1584542927;202941;-0;
1584542927;303609;642;790429;1584542927;303609;-0;
1584542927;404263;642;891086;1584542927;404263;-0;
1584542927;505116;642;991945;1584542927;505116;-0.0269875;
1584542927;605954;643;92782;1584542927;605954;-0.290888;
1584542927;706814;643;193647;1584542927;706814;-0;
1584542927;807672;643;294498;1584542927;807672;-0;
1584542927;908500;643;395328;1584542927;908500;-0;
1584542928;9346;643;496172;1584542928;9346;0.0479916;
1584542928;110068;643;596893;1584542928;110068;0.2219278;
1584542928;210886;643;697799;1584542928;210886;0.1259624;
1584542928;311544;643;798361;1584542928;311544;0.006001169;
1584542928;412211;643;899046;1584542928;412211;0.2339213;
1584542928;513003;643;999831;1584542928;513003;0.2069338;
1584542928;613859;644;100698;1584542928;613859;0.197932;
1584542928;714635;644;201468;1584542928;714635;0.1649434;
1584542928;815311;644;302136;1584542928;815311;0.1649434;
1584542928;916189;644;403000;1584542928;916189;0.1409564;
1584542929;16973;644;503816;1584542929;16973;0.0749791;
1584542929;117746;644;604574;1584542929;117746;0.01500292;
1584542929;218616;644;705458;1584542929;218616;-0;
1584542929;319624;644;806504;1584542929;319624;-0;
1584542929;420598;644;907436;1584542929;420598;-0;
1584542929;521566;645;8404;1584542929;521566;-0;
1584542929;622409;645;109217;1584542929;622409;-0;
1584542929;723032;645;209820;1584542929;723032;0.08997314;
1584542929;823883;645;310724;1584542929;823883;0.1859386;
1584542929;923980;645;410762;1584542929;923980;0.2069338;
1584542930;24523;645;511328;1584542930;24523;0.1739451;
1584542930;125082;645;611890;1584542930;125082;0.05398389;
1584542930;225713;645;712530;1584542930;225713;-0;
1584542930;326350;645;813181;1584542930;326350;-0;
1584542930;427063;645;913872;1584542930;427063;-0;
1584542930;527682;646;14495;1584542930;527682;-0;
1584542930;628251;646;115038;1584542930;628251;-0.2399136;
1584542930;728728;646;215518;1584542930;728728;-0;
1584542930;829246;646;316046;1584542930;829246;-0;
1584542930;929779;646;416585;1584542930;929779;-0;
1584542931;30325;646;517134;1584542931;30325;-0.137947;
1584542931;130908;646;617850;1584542931;130908;-0;
1584542931;231572;646;718364;1584542931;231572;-0;
1584542931;332096;646;818900;1584542931;332096;-0.152941;
1584542931;432627;646;919417;1584542931;432627;-0;
1584542931;533141;647;19936;1584542931;533141;-0;
1584542931;633584;647;120369;1584542931;633584;-0.290888;
1584542931;734108;647;220953;1584542931;734108;-0.290888;
1584542931;834663;647;321455;1584542931;834663;-0.290888;
1584542931;935143;647;421933;1584542931;935143;-0;
1584542932;35682;647;522487;1584542932;35682;-0;
1584542932;136301;647;623259;1584542932;136301;-0.01499404;
1584542932;237023;647;723827;1584542932;237023;-0.290888;
1584542932;337510;647;824302;1584542932;337510;-0;
1584542932;437966;647;924754;1584542932;437966;-0;
1584542932;538493;648;25284;1584542932;538493;-0.1049583;
1584542932;639055;648;125851;1584542932;639055;-0.09895714;
1584542932;739529;648;226346;1584542932;739529;-0;
1584542932;840006;648;326813;1584542932;840006;-0;
1584542932;940469;648;427269;1584542932;940469;-0;
1584542933;40937;648;527840;1584542933;40937;-0.05997618;
1584542933;141505;648;628291;1584542933;141505;-0;
1584542933;241937;648;728719;1584542933;241937;-0;
1584542933;342359;648;829145;1584542933;342359;-0;
1584542933;442789;648;929576;1584542933;442789;0.01200234;
1584542933;543218;649;30004;1584542933;543218;0.290888;
1584542933;643660;649;130449;1584542933;643660;0.290888;
1584542933;745749;649;232543;1584542933;745749;-0;
1584542933;846218;649;333004;1584542933;846218;-0;
1584542933;946680;649;433480;1584542933;946680;0.290888;
1584542934;47126;649;533911;1584542934;47126;0.290888;
1584542934;147537;649;634333;1584542934;147537;0.2579171;
1584542934;248002;649;734785;1584542934;248002;-0;
1584542934;348476;649;835276;1584542934;348476;0.2729111;
1584542934;448914;649;935710;1584542934;448914;0.290888;
1584542934;549351;650;36147;1584542934;549351;0.290888;
1584542934;649820;650;136612;1584542934;649820;-0;
1584542934;750302;650;237109;1584542934;750302;-0;
1584542934;850805;650;337611;1584542934;850805;0.1889392;
1584542934;951332;650;438139;1584542934;951332;0.290888;
1584542935;51794;650;538591;1584542935;51794;-0;
1584542935;152288;650;639091;1584542935;152288;-0;
1584542935;252755;650;739553;1584542935;252755;0.01500292;
1584542935;353223;650;840021;1584542935;353223;0.1259624;
1584542935;453663;650;940465;1584542935;453663;0.1379559;
1584542935;554103;651;40902;1584542935;554103;0.1379559;
1584542935;654544;651;141340;1584542935;654544;0.1349553;
1584542935;754986;651;241780;1584542935;754986;0.143957;
1584542935;855440;651;342225;1584542935;855440;0.06597735;
1584542935;955881;651;442671;1584542935;955881;-0;
1584542936;56307;651;543102;1584542936;56307;-0;
1584542936;156731;651;643516;1584542936;156731;-0;
1584542936;257177;651;743967;1584542936;257177;0.0749791;
1584542936;357647;651;844439;1584542936;357647;0.1229618;
1584542936;458116;651;944904;1584542936;458116;-0;
1584542936;558996;652;45889;1584542936;558996;-0;
1584542936;659583;652;146368;1584542936;659583;-0;
1584542936;760007;652;246789;1584542936;760007;-0;
1584542936;860427;652;347215;1584542936;860427;-0;
1584542936;960927;652;447802;1584542936;960927;-0;
1584542937;61504;652;548298;1584542937;61504;-0;
1584542937;161999;652;648791;1584542937;161999;-0;
1584542937;262425;652;749215;1584542937;262425;-0;
1584542937;363135;652;850015;1584542937;363135;-0;
1584542937;463925;652;950788;1584542937;463925;-0;
1584542937;564468;653;51252;1584542937;564468;-0;
1584542937;664873;653;151655;1584542937;664873;-0;
1584542937;765282;653;252073;1584542937;765282;-0;
1584542937;865768;653;352565;1584542937;865768;-0;
1584542937;966253;653;453076;1584542937;966253;-0;
1584542938;66994;653;553821;1584542938;66994;-0;
1584542938;167635;653;654420;1584542938;167635;-0;
1584542938;268313;653;755184;1584542938;268313;-0;
1584542938;369318;653;856214;1584542938;369318;-0;
1584542938;470345;653;957214;1584542938;470345;-0;
1584542938;571346;654;58256;1584542938;571346;-0;
1584542938;674854;654;161651;1584542938;674854;-0;
1584542938;775333;654;262125;1584542938;775333;-0;
1584542938;876000;654;362828;1584542938;876000;-0;
1584542938;976686;654;463526;1584542938;976686;-0;
1584542939;77393;654;564193;1584542939;77393;-0;
1584542939;178001;654;664789;1584542939;178001;-0;
